,content,author
775,"""Sorry for the spoon"" - Nitanth",Ritvikisalive
776,“Sheshy baka ©️ 2022 Jesustaejus inc” - Ritvik,Ritvikisalive
777,"""My grandparents love u too"" - Karthik",Ritvikisalive
778,"""My grandpa loves u"" - Ameera",Ritvikisalive
779,“Yes baby turn me on ;)” - Nitanth,braindead
780,“Ahh so many sessions that I can slap shyam 😩” - Taejus,braindead
781,"""I did shams hairline as a function"" - Taejus",Ritvikisalive
782,"""I am thank you"" - Karthik",Ritvikisalive
783,"""when did i subscribe to the age???"" - Taejus",Ritvikisalive
784,"""In A mEnTaL wAy"" - Nitanth",Ritvikisalive
785,"""I have designated shopping days"" - Ameera",Ritvikisalive
786,"""We are talk about him like hes not here"" - Ameera",Ritvikisalive
787,"""I'm more like a doomsday"" - Taejus",MuffinHead
788,“Your goal is to try to get 50” - Karthik “Im aiming for above 48” - Nitanth,braindead
789,"""The time I go to bed is when the *action* starts"" - Nitanth",MuffinHead
790,"""You have a stab list???"" - Taejus",Ritvikisalive
791,"""teaching me all their beautiful slurs and whatnot"" - nitanth",braindead
792,"""they want some action in their lives"" - nitanth",braindead
793,"""Don't make me come over to your house and steal your pens"" - ritvik",Briannafr
794,"""Psycho - huh"" - Karthik",Ritvikisalive
795,"""Sheshy Baka ™️"" - Taejus",MuffinHead
796,“You think im academic enough to read?” - Cassidy,braindead
797,"""I almost lost my pen again"" - Cassie",Ritvikisalive
798,"""Some thing and thing"" - Cassie",Ritvikisalive
799,*malfunctions*,Briannafr
800,"""like like like like like"" - Cassie",Ritvikisalive
801,"""I did not get stuck in my year five toy *wink wink*"" - Ameera",Ritvikisalive
802,*Shows photo of toy in accomplishment* - Ameera,Briannafr
803,"""I feel so smart but its a year 5 toy so I shouldn't feel so smart"" -Ameera",Briannafr
804,"""I THINK I FIXED IT"" - Ameera",Ritvikisalive
805,"""We are to high to be alive"" - Ritvik",Ritvikisalive
806,“My pens in my hair” - Cassie,braindead
807,"""I think i broke my toy"" - Ameera",Ritvikisalive
808,"""OH NO MY PENS"" - Cassie",Ritvikisalive
809,"""No i mean i think we are all high"" - Cassie",Ritvikisalive
810,"""I think we are all dying"" - Cassie",Ritvikisalive
811,"""WhO'S jAcK HarRow"" -Ameera",Ritvikisalive
812,"""JaCK hArroW"" - Ameera",Briannafr
813,*turns on camera just to show pens*,braindead
814,“I HAVE TWO PENZZZZ” - Cassie,braindead
815,*squirms*,braindead
816,“Omg guys omg guys i fOuNd mY pEn” - Cassie,braindead
817,"""Whos running away from a nose"" - Ameera",Ritvikisalive
818,"""A pen bit ur nose?"" - Ritvik",Ritvikisalive
819,"""A pen or THEE pen"" - Ameera",Ritvikisalive
820,"""I FoUnD a PeN"" - Cassie",Ritvikisalive
821,"""Im in a duck mood"" - ameera",Ritvikisalive
822,"""I ran out to the car to find my pen"" - Cassie",Ritvikisalive
823,*trying to say benedict cumberbatch*,braindead
824,“Your photo disappeared of something cucumber-patch” - Ritvik,braindead
825,"""Do i have louis in here"" - Ameera",Ritvikisalive
826,*starts listing* - Ritvik,braindead
827,"""Your gonna list ways to murder me"" - Ameera",Ritvikisalive
828,"""I SAID U WOULD AND U DID"" - Ameera",Ritvikisalive
829,"""engl"" - Cassie",Ritvikisalive
830,"""Why are you not here"" - Ameera",Ritvikisalive
831,“You little ratatouille” - Karthik,Ritvikisalive
832,"""Unless you pay me 60 bucks i wont do it"" - Mathew",Memebrane
833,"""I need you (mathew)"" - Nitanth",Memebrane
834,“You know Stuti’s friends are gonna see this and screw my love” - Nitanth,Aarohi
835,-aarohi,Aarohi
836,“Because we are dudes and mans”,Aarohi
837,“Why r u guys always on a call?” - Mathew,Gentleman
838,“ I am gonna buy this dodge car and go on a long ride with Stuti and confess my love” -Nitanth,Aarohi
839,"“ we are friends, we are dudes, mans and whatever” -Nitanth",Aarohi
840,“ Do you need Ahmed to get your sugar levels down?” -Nitanth,Aarohi
841,“You type like my next door neighbour” -Nitanth,Aarohi
842,"“Yes be a good little girl, that’s what your parents trained you for” -Nitanth",Aarohi
843,“Yea this guy is so HIGHHHH” -Nitanth,Aarohi
844,"“ you know what’s happening to me, ✨muscles✨” -NITANTH",Aarohi
845,“ mmmh mmm mmmm mhm” - Nitanth,Aarohi
846,"“My ears are open, my mouth is closed” -Nitanth",Aarohi
847,“ I will ask Ahmed to punish you” -Nitanth,Aarohi
848,"“Screw you, you suck” -Nitanth",Aarohi
849,“ I suffer from 12 personalities” -Nitanth,Aarohi
850,“I’m ripped so you better be scared of me” - NITANTH,Aarohi
851,“Sweet as candy which is why I give people diarrhoea” -Nitanth,Aarohi
852,"""are you duding me?""-Aarohi",NitroNith
853,“Breath’nt” - Zoe,Ritvikisalive
854,“HoW dO u FuCkInG eNglIsh” - Ritvik,Ritvikisalive
855,“Sheshy lemon - wait you better not quote that” - Ritvik,MuffinHead
856,"""little massive block"" - Karthik *sorry i mean krithik*",braindead
857,"""she didnt erase her laptop out of existence- *yet*"" - Ritvik",braindead
858,"""Nomics of ecS"" - Ritvik",Ritvikisalive
859,"""I actually hate that word"" - Ameera",Ritvikisalive
860,"""Or my not knowing how to cry"" - Karthik",Ritvikisalive
861,"""i taught Nitanth how to draw a circle from a square"" - Karthik",Ritvikisalive
862,"""When they cut into it"" - Ameera",Ritvikisalive
863,"""seeing meet being cooked"" - Ameera",Ritvikisalive
864,"""If someone was dying next to me i wouldn't notice"" - Ameera",Ritvikisalive
865,"""I blame it on my zoing out"" - Ameera",Ritvikisalive
866,"""Oh there it is my trusty notebook"" - Karthik",Ritvikisalive
867,"""wheres the post it note?"" - Karthik",Ritvikisalive
868,"""6?"" - Ameera ""No"" - Karthik",Ritvikisalive
869,“Roy in hell” - Noel (the cheese hater),Ritvikisalive
870,“With prolly less than half a brain cell” - Ameera,Ritvikisalive
871,“And i said ill go ask and i go tell mum that our neighbour asked if mum wanted a salary” - Ameera,Ritvikisalive
872,“And am i looking over it knowing i screwed up celery for salary in the fifth grade” - Ameera,Ritvikisalive
873,“I said i want sugar daddeh in reference to stevy boi” - Ameera,Ritvikisalive
874,"“ steve is like sugar daddeh “ - me
“ I WANN SUGAR DADDEHH “ - Ameera",Briannafr
875,"""You look so dumb are you ok"" - Karthik",braindead
876,"""Everyone get off me"" - Ameera",Gentleman
877,"""You can eat me"" - Nitanth",Ritvikisalive
878,"""Life is being lifey"" - Karthik",Memebrane
879,"""Istg I don’t wanna have an existential crisis on the 1st of Jan"" - Karthik",Briannafr
880,“At one point my favourite colour was blue until I saw avatar and I was like nope” - Mathew,braindead
881,"""I put it to 100 by mistake and you spoke"" - Ahmed",MuffinHead
882,"""The lyrics are just muffled screaming"" - Karthik",Memebrane
883,“Watermelon goes woof” - Taejus,MuffinHead
884,“Duck goes goose” - Shyam,MuffinHead
885,“Please become a baked potato” - Ahmed,MuffinHead
886,“Ameera- Ameera? Can you just hold my eyeball open for a sec” - Aarohi,braindead
887,“Time to go suicide bomb a pony’s toothpaste factory” - Jesus,MuffinHead
888,“Imma steal Ahmed's thunder- FAX” - Karthik,braindead
889,"""But man if i was his age i would get with him before you could say carrot"" -  Ameera",Briannafr
890,“Aaaahhh someone’s dead” - Zoe,MuffinHead
891,“Maybe move and look at other angles” - Aarohi,braindead
892,“You’re gonna suck really well” - Nitanth,braindead
893,“Give a five star review on yelp” - Ritvik,braindead
894,“I should’ve just gone w my gut *points at head*” - Ameera,MuffinHead
895,“Murder with air” - Zoe,MuffinHead
896,“If someone killed me I would kill them” - Zoe,MuffinHead
897,“I see Bruno Mars” - Mathew,MuffinHead
898,“Nandini would stab Joy and then take her to the hospital” - Mathew,braindead
899,“Please don’t take away my ugly pillow” - Nandini,Ritvikisalive
900,*leaves*,braindead
901,“Why am I in the cross fire” - Karthik,braindead
902,“That’s an angry ambulance” - Karthik,Ritvikisalive
903,"""Tender loin muscle person anyways"" - Zoe",Ritvikisalive
904,“What in the cinnamon tots crunch” - Karthik,Ritvikisalive
905,“Eating a plastic spoon cant kill you” - Ahmed,braindead
906,“Yes wait wait no don’t quote me on that” - Nandini,Ritvikisalive
907,“Do u regret ur life choices of inviting us here today” - Ritvik,Ritvikisalive
908,"“Who’s Ami” - Mathew, “Everything you’re not ;)” - Karthik",braindead
909,“I spoke British but in text” - Ameera,Ritvikisalive
910,“There’s a carrot OMG” - Zoe,Ritvikisalive
911,“I’m choking on a carrot” - Karthik,Ritvikisalive
912,“Aaahhhhh cool air” - Zoe,Ritvikisalive
913,“✨Be lemon✨” - Ameera,Ritvikisalive
914,“MiSsIoN cOmPlEtEd *InSeRt MiSSiOn DiNg hErE*” - Ritvik,braindead
915,“*quote” - Ameera,Ritvikisalive
916,“Oh yes quite me too” - Ameera,Ritvikisalive
917,“I prefer both” - Ritvik,Ritvikisalive
918,“Don’t be surprised if im straight up lemon” - Ritvik,braindead
919,“Are you dumb or blind” - Ameera,Ritvikisalive
920,“Well i guess you have to english all of life” - Ameera,Ritvikisalive
921,"“When i speak goberosh”, “giverosh” - Ritvik",braindead
922,“Move to canada and speak maple” - Ameera,Ritvikisalive
923,“How in the cinnamon toast fuck did America nearly start a war w Britain over the shooting of a pig????” - Karthik,braindead
924,“No I sound like a demented squirrel on crack on a video” - Zoe,Ritvikisalive
925,“you can hear me screeching at my iPad to not use flash” - Zoe,Ritvikisalive
926,"""We were at the beach yesterday and we saw a lot of burying"" - Ameera",MuffinHead
927,"""Do you guys not remember that I have a door?"" - Ameera",MuffinHead
928,"""he was going crazy with the teacher"" - nitanth",braindead
929,"""ahmed just started banging tables"" - nitanth",braindead
930,"""why do you have a son?"" - ahmed",braindead
931,*Speaks baby* - Noel,Ritvikisalive
932,“chirtmas” - Nandini,Ritvikisalive
933,"“In other words, I would die for you” - Ameera",Briannafr
934,“Nitanth is Paris the donkey” -Ahmed,Aarohi
935,"""i know u want to"" -aarohi",Aarohi
936,"""Screw u""-Nitanth",NitroNith
937,"""Before you stEaL MY GoRl GET OUT!""  - nitanth",Aarohi
938,"""Have y0u ever looked at ur juicy ass?"" -nitanth",Aarohi
939,"""why arm wrestle you when i could rear wrestle u😉 ?"" -karthik",Aarohi
940,"''óf all the things i said... THATS IT?"" -Nitanth",Aarohi
941,"""you're sexier"" -nitanth",Aarohi
942,"""karthik GoOdIeness"" -aarohi",Aarohi
943,“Then *un-blister* your foot” - Ritvik,MuffinHead
944,"""fUcKely DeRaNgEd"" - Aarohi",MuffinHead
945,"""Up and down like you on me?"" - Aarohi",MuffinHead
946,“When are you not not high?” - aarohi,Aarohi
947,“I’m not high right now” - Karthik,Aarohi
948,"""sInG sOnG"" - Aarohi",MuffinHead
949,*“Thanks”* - Myself,Gentleman
950,"""Don't quote my hilarious laughter"" - Aarohi",MuffinHead
951,"""Ooft Mathew looks fucking hot"" - Aarohi",MuffinHead
952,“There are no cliffs for a 10 kilometre radius otherwise I would” -Karthik,Aarohi
953,“I will personally pay you 10 bucks if you push nitanth off a cliff” -Matthew,Aarohi
954,“Or should I say *NoYaL*” - Kithuki,Ritvikisalive
955,"""We wish you a merry Karthik,
We wish you a merry Karthik,
We wish you a merry Karthik
And a happy new year"" - Ritvik",MuffinHead
956,"""I'm saving that"" - Ritvik",MuffinHead
957,"""Your are inkswis"" - Ritvik",Ritvikisalive
958,"""You're quoting that arent you"" -  Karthik",Ritvikisalive
959,"""Crap it needs more editing"" - Karthik",Ritvikisalive
960,"""*in baby voice* 24 carrot- oh crap there's a rabbit coming hide all 24 of them"" - Ritvik",MuffinHead
961,"""tHe sHeEp gOeS bOiNg bOiNg"" - Ritvik",MuffinHead
962,"""Pweeeeeeeeeeeeeeeee ... aaaaaaaaaaaaaaseeeeeeee"" - Ritvik",MuffinHead
963,"""Sorry whos caramelising him?"" - Ameera",Ritvikisalive
964,"""BUTTON BUTTON BUTTON BUTTON TAP TAP TAP"" - Zaid",Ritvikisalive
965,"""Dude i just figured out how to move"" - karthik",Ritvikisalive
966,“I don’t have any of your pictures my guy” -Ahmed,Aarohi
967,"""OOOOO OOOO Oooooo this is a good one"" *Turns into monke* - Aarohi",Ritvikisalive
968,"""So yes keep screaming"" - Karthik",Ritvikisalive
969,"""Runaway from the spawner run away to japan"" - Ritvik",Ritvikisalive
970,"""Ritvikisalive has experienced kinetic energy"" - minecraft",MuffinHead
971,"""Why am I tHuMbs uPpInG my computer?"" - Ritvik",MuffinHead
972,"""Aarohi gave me OWWWWWWWWW"" - Karthik",Ritvikisalive
973,“Dustbin folder” - Mathew,MuffinHead
974,“What in the frick tarts is this?!?” - Karthik,braindead
975,“I dont wanna play- im just here bc i have nothing better to do 💀” - Karthik,braindead
976,“Tf you on? Pixie dust?” - Mathew,braindead
977,"""Wait i did??????? when?????"" - Ahmed",Ritvikisalive
978,"""U saw me two days ago"" - Ritvik",Ritvikisalive
979,"""Interesting""-Nitanth",NitroNith
980,"""sexy""-Nitanth",NitroNith
981,"""i am high on u"" - Nitanth",Ritvikisalive
982,"*GASPS*"" AWW FUCK ITS U"" - Aarohi",Ritvikisalive
983,"""I'm just happy cause my cars look sexy"" - Nitanth",Ritvikisalive
984,"""Your freakishly tall"" - Aarohi",Ritvikisalive
985,"""Can you breath!!!"" - Ameera",Ritvikisalive
986,"""I hate it for being there"" - Ameera",Ritvikisalive
987,"“I don’t do math” - Aarohi, “You shouldn’t” - Karthik",braindead
988,"""Thank you for being"" - Aarohi",Ritvikisalive
989,"""No licking my face"" - Aarohi",Ritvikisalive
990,"“Ameera’s soul IS blessed, jackass” - Aarohi",braindead
991,"""My hair actually smells... pretty good"" - Nitanth",MuffinHead
992,"""i want to watch you guys have sex"" - Nitanth",Memebrane
993,"""I will cardiac arrest their mother"" - Ritvik",MuffinHead
994,"""I'm Queen Elizabeth the third"" - Ritvik",MuffinHead
995,"""That's a cardiac and a half"" - Ritvik",MuffinHead
996,"""Don't be mad at me all I did was kill your brother"" - Ritvik",MuffinHead
997,"""I picked on a man *two twice* my size didn't I?"" - Ritvik",MuffinHead
998,"""Welcome to Karthik"" - Karthik",Ritvikisalive
999,"“Plurple, plink and plellow” - Ritvik and Karthik",MuffinHead
1000,"""Get ready to feel the film"" - not fitted properly screen",Ritvikisalive
1001,“Those kids are like King Kong if he had a loud and small body” - Ritvik,Ritvikisalive
1002,“Well fruit him he’s fruity” - Ritvik,Ritvikisalive
1003,“I’m very smort and I do not snort wait what” - Ritvik,Ritvikisalive
1004,“I’m so high I can’t even type properly” - Karthik,Ritvikisalive
1005,“We’re much higher in person OH GOD HES QUOTING IT” - Ritvik,MuffinHead
1006,“The three susketeers and the ugly duckling” - Ritvik,MuffinHead
1007,“This is supposed to be a movie not maths class” - Ritvik,MuffinHead
1008,“Eh in mother time that’s two” - Ritvik,MuffinHead
1009,“Oddly enough he listens to me when i yell” - ameera,Aarohi
1010,“There’s only three ways he could *come*” - Aarohi,braindead
1011,I would hook up with me too - ameera,Aarohi
1012,“I’d hook up with you any day” - Aarohi,braindead
1013,🎉 **| Aarohi** leveled up!,OwO
1014,"“Bestie lookin fine” - Ameera “You be lookin fine in bed, imma come join you ;)” - Aarohi",braindead
1015,*Intense fingor tapping* - Aarohi,braindead
1016,"""1 Heavens way"" - Ritvik",Ritvikisalive
1017,"""i don't see but its fine"" - Karthik",Ritvikisalive
1018,"""It's not my fault i died"" - Karthik",Ritvikisalive
1019,"""I'm so used to kids dying nowadays"" - Ameera",MuffinHead
1020,"""Sheshy dipped on baka faster than shyams iq on himself"" - Taejus",MuffinHead
1021,"""But it's going to be comparative crap"" - Taejus",MuffinHead
1022,“I ate too many diplomatic chips” - Zoe,Ritvikisalive
1023,“Or their dead infant child” - Zoe,Ritvikisalive
1024,"""So Ameera is Braindead, Karthik is Brainbroke and Ahmed is Brain Crashed"" - Ritvik",Ritvikisalive
1025,"""Did u just say i was aborted????' - Ahmed",Ritvikisalive
1026,"""I DID SO MUCH"" - Ahmed",Ritvikisalive
1027,"""ITS CANBERRA!!!!!!!!!!!"" - Ahmed",Ritvikisalive
1028,"""Sushi is not Japanese"" - Ritvik",Ritvikisalive
1029,"""I just looked at my watch and realized I'm facing east"" - Karthik",Ritvikisalive
1030,"""Where is the sticky roller thing"" - Noel",Ritvikisalive
1031,"""DIE DIE DIE DIE"" - Nitanth",Ritvikisalive
1032,"""I think he just did"" - Karthik",Ritvikisalive
1033,"""Did he just mix Harry Potter and pokemon??????"" - Ritvik",Ritvikisalive
1034,"*Plays pokemon go* ""WINGADIUM LEVIOSA"" - Nitanth",Ritvikisalive
1035,"""I need to get better at shooting"" - Karthik",Ritvikisalive
1036,"""Noodle Poodle labrador wait that doesn't rhyme"" - Ritvik",Ritvikisalive
1037,"""My picture was in the diarrhea"" - Ahmed",Ritvikisalive
1038,"""I had a picture of diarrhea"" - Ahmed",Ritvikisalive
1039,"""One less dead tree"" - Ritvik",Ritvikisalive
1040,"""How can you be so confident and wrong at the same time"" - Mr.Wei (Yr10 Maths Teacher)",Memebrane
1041,"""He drank my water"" - Aarohi",Ritvikisalive
1042,"""There are some depressing songs but they are like good"" - Noel",Ritvikisalive
1043,"""i'm fookin-"", ""DID I JUST SAY FOOKING?"" - Aarohi",braindead
1044,"""Yes, our angle"" - Joy",Memebrane
1045,“Just let taejus be high on salt” - Ritvik,Ritvikisalive
1046,"“My autocorrect isn’t in a suitable mindset”, “It’s in bedroom mode” - Taejus",braindead
1047,what now?,Memebrane
1048,um?,Memebrane
1049,“I need to bra toss on the bmw. How the fuck did it get there” - Taejus,braindead
1050,"""Don't ask me go ask the script writer"" - Ritvik",Ritvikisalive
1051,"""I went entry to disentry"" - Ameera",Ritvikisalive
1052,"""God doesn't need an AC"" - Ameera",MuffinHead
1053,"""For god's sake, actually- for my sake"" - Ameera",MuffinHead
1054,"""A meth genius"" - Ameera",MuffinHead
1055,“That’s all the half” - Karthik,braindead
1056,“What’s the other half” - Ameera,braindead
1057,“That’s half the reason” - Karthik,braindead
1058,“Facepalms to death” - Karthik,braindead
1059,“I’m a bloody demon with a ball now” - Taejus,braindead
1060,Fine 🪓,braindead
1061,No it’s potter,Ritvikisalive
1062,Still harry hooter,braindead
1063,No i mean potter cause I put his dog in mc under the stairs,Ritvikisalive
1064,Harry potter you mean harry hooter?,braindead
1065,"""why do i sound like a crow"" - Karthik",Ritvikisalive
1066,"""Your dogs harry potter"" - Ritvik ""SHEEEEEEEEEEEEEEEEEEEEEEEEEEEEESH"" - Karthik",Ritvikisalive
1067,"""None of the pieces are actually meant to go together"" - Karthik",Memebrane
1068,"""I am stuck on step 3"" - Karthik",Memebrane
1069,"""I am dissolving into Ameera"" - Karthik",Memebrane
1070,"""Get in there"" - Karthik",Memebrane
1071,"""I'm very sorry for your loss"" - Ritvik ""I'm not"" - Nandini",Ritvikisalive
1072,"""The moment i came out of my mums womb"" - Nandini",Ritvikisalive
1073,“Yes that’s ur sign to slip away into ur free trial of death that u keep renewing with fake emails” - Ritvik,Ritvikisalive
1074,“We don’t get snow” - Ritvik,MuffinHead
1075,“But it isn’t snowing” - Karthik,MuffinHead
1076,“Deal with it it’s winter now” - Ritvik,MuffinHead
1077,“DeAl WiTh It Or PeEl WiTh It” - Ritvik,MuffinHead
1078,"""Hi sleepy im dad"" - Ameera",Ritvikisalive
1079,"""I have flattened so many chickens"" - Ameera",Ritvikisalive
1080,"""I forgot there was one of them"" - Ameera",Ritvikisalive
1081,"""I just walked right into a van"" - Ameera",Ritvikisalive
1082,"""I keep crashing into trains"" - Ameera",Ritvikisalive
1083,"""He did it Alabama style"" - Ritvik",Ritvikisalive
1084,"""I'm busy that day"" - Ahmed ""I never said a date"" - Ritvik ""I'm busy all day and all night not with something but with someone"" - Ahmed",Ritvikisalive
1085,"""I'm quite slippery"" - Ahmed",Ritvikisalive
1086,"""BBF - best bitches foreverrrr"" - Ameera",Ritvikisalive
1087,"""i've been sucking on my water"" - Ameera",Ritvikisalive
1088,"""I'm physically so high on water"" - Ameera",Ritvikisalive
1089,"""I'm watching you!!!!!"" - Aarohi",Ritvikisalive
1090,"""Ritrik"" - the bowling lane",Ritvikisalive
1091,"""Thats why im not screaming like a goat"" - Ahmed",Ritvikisalive
1092,"""I'm a very dead bear"" - Ahmed",Ritvikisalive
1093,"""Cricket is a religion"" - Karthik",Ritvikisalive
1094,"""That is angry ambulance right there"" - Ahmed",Ritvikisalive
1095,"""I'm A sEa HoRsE"" - Karthik",Ritvikisalive
1096,"""Noybal"" - Karthik",Ritvikisalive
1097,“Succ- succ- succ succ *spasms*” - Ahmed,MuffinHead
1098,“My electrons” - Ahmed,MuffinHead
1099,“Goddammit my chonky fingies” - Cassie,braindead
1100,"""Stop I'm trying to get a very cinematic shot"" - Ritvik",MuffinHead
1101,"""yus \:D"" - Ameera",Ritvikisalive
1102,so let me get this straight (which im not) - Ritvik,braindead
1103,"""water the fish"" - Ameera",Gentleman
1104,"""Welcome to the land of the un-living"" - Ritvik",Ritvikisalive
1105,"""I'm sorry little one but u have to be put down"" - Ahmed *talking to zaid again*",Ritvikisalive
1106,"""Yo beat up the kid"" - Ahmed *Talking about ameeras baby brother*",Ritvikisalive
1107,"""Can i have my phone back?"" - Ameera ""NO!!!!!"" - Zaid",Ritvikisalive
1108,"""Autobots, assemble!"" - also my methods teacher",MuffinHead
1109,"""Baby shark crossed with transformers"" - my methods teacher",MuffinHead
1110,"""My special white sauce recipe will be waiting"" - Noel",Ritvikisalive
1111,"""I just wanna see RGB waterfalls"" - ln (Natural Log aka Alan)",MuffinHead
1112,“Man I ran in cause I freaked the fuck out” -ameera,Aarohi
1113,"""I know her know"" - Ameera",Ritvikisalive
1114,"""I wonder where? then i started talking in third person"" - Karthik",Ritvikisalive
1115,"""I don't speak cricket"" - Ritvik",Ritvikisalive
1116,"""Fancy math stuff"" - Karthik",Ritvikisalive
1117,"""Whenever im with Ahmed im serious, Whenever im with joy im Nice"" - Karthik ""Whenever your with me ur high"" - Ritvik",Ritvikisalive
1118,"""Idk what that means but cheese"" - Ritvik",Ritvikisalive
1119,"""Turkey's grew legs""- Karthik ""But turkeys already have legs"" - Ritvik",Ritvikisalive
1120,"""Why's there a turkey on the table"" - Ameera",Ritvikisalive
1121,"""I eat trees"" - Ameera",Ritvikisalive
1122,"""Jamaica is extreme hills"" - Karthik",Ritvikisalive
1123,"""We are the chaotic triplets"" - Ritvik",Ritvikisalive
1124,"""Hes gardening the tree"" - Ritvik",Ritvikisalive
1125,“I can’t have basic chips cause I’m not a basic bitch” -ameera,Aarohi
1126,“Then just do babysitting…” - Noel,Gentleman
1127,“Why can’t we just rent babies” - Ahmed,Ritvikisalive
1128,"""If you don't like the weather, just wait five minutes- Its Melbourne""- Cassidy *Sorry I meant Sofia*",braindead
1129,"""Damn imagine doubting your negatives"" - Ahmed",braindead
1130,“Garden angels” - Ritvik,braindead
1131,“Just answer the poll you albamic whore” - Mathew,braindead
1132,““a little bit@“ - Karthik,Ritvikisalive
1133,“You got me socks?!?” - Ahmed,braindead
1134,"“I can keep postponing, I don’t mind” - Karthik",braindead
1135,“Why you so British?!?!” - Karthik,braindead
1136,‘Do you want me to eat you?’ - Aarohi ;),braindead
1137,“I am jealous of the ice” - AMEERA,Aarohi
1138,"""I is phone"" - Ahmed",Ritvikisalive
1139,“Extroverts are like my kryptonite” - Disini,Ritvikisalive
1140,"""ok i guess"" - Nandini",Ritvikisalive
1141,“BIPOTY BOPOTY BOO” - Ritvik,Ritvikisalive
1142,"“5 to go murder kits” - Ritvik ""That’s adorable” - Nandini",Ritvikisalive
1143,"""My cheeks hurt"" - Karthik",Ritvikisalive
1144,“Which one is the camera?” - Ameera,Ritvikisalive
1145,"""Ameera st"" - Ahmed",Ritvikisalive
1146,"""You guys are unfunny"" - Nitanth",Ritvikisalive
1147,"""Whos jimmy?"" - Ritvik",Ritvikisalive
1148,“Why does jimmy question everything” - Karthik,Ritvikisalive
1149,“I just have hair” - Karthik,Ritvikisalive
1150,“No put Nitanth in the trunk” - Karthik,Ritvikisalive
1151,“Put Ahmed in the trunk” - Noel,Ritvikisalive
1152,“Or we would have the funeral at the picnic” - Ameera,Ritvikisalive
1153,“Karthik’s neck goes woof” - Taejus,MuffinHead
1154,""" 🎵 Baa baa shyams retarded
Have you any brain cells
Yes Shyam yes Shyam three balls full
One for the sheshy baka
One for the sheeesh🎵 "" - Taejus",MuffinHead
1155,"""I want you on"" - Ahmed",Ritvikisalive
1156,"""I really wanted to die by this"" - Taejus",Ritvikisalive
1157,"""I was your grandad"" - Karthik",Ritvikisalive
1158,"""How do you wish someone a good wedding?"" - Karthik ""Congratulations, you have a wife now!"" - Ameera",MuffinHead
1159,"""This is why i don't do math with 0"" - Karthik",Ritvikisalive
1160,"""hwa"" - Ritvik",Ritvikisalive
1161,"""We look at air and we laugh at air"" - Ahmed",Ritvikisalive
1162,"""Call an ambulance"" - Ritvik *Starts ordering food* - Joy",Ritvikisalive
1163,"""Oh look its a ded body"" - Ritvik",Ritvikisalive
1164,"""I thought i told you to stop taking bodies from the morgue"" - Ritvik ""Sorry its a hobby"" - Joy",Ritvikisalive
1165,“Make me a pair of those eyes” - Joy,Ritvikisalive
1166,"""why are u yay?"" - Ahmed",Ritvikisalive
1167,"""Ravioli yes thats a thing, Ratatui yes"" - Ahmed",Ritvikisalive
1168,"""I identify as he,his,him"" - Ahmed",Ritvikisalive
1169,"""I shall have no name"" - Ahmed",Ritvikisalive
1170,"""I identify as a meme"" - Ahmed",Ritvikisalive
1171,"""I identify as a sponge"" - Noel",Ritvikisalive
1172,"""I'm pretty sure i have allergie but i don't remember"" - Ameera",Ritvikisalive
1173,"""I would pick Saturday and Sunday over the weekend"" - Nitanth",Ritvikisalive
1174,"""Which one looks more like me?"" *Sends the same pic just one is flipped* - Ameera",Ritvikisalive
1175,"""Wait 3+2 is 5"" - Ahmed",Ritvikisalive
1176,"""WHY IS THIS MAN NOT DEAD"" - Ahmed",Ritvikisalive
1177,"""Now its looking more beautiful oh no thats ugly"" - Zoe",Ritvikisalive
1178,"""Even tho im gonna  get the same probability sheet i mean formula sheet"" - Zoe",Ritvikisalive
1179,"""Math is math and math is oh no"" - Zoe",Ritvikisalive
1180,"""I got a test in the math wrong"" - Zoe",Ritvikisalive
1181,"""Operation big bad wolf"" - Jason",MuffinHead
1182,"""fOnTenT"" - Princess",MuffinHead
1183,“When did you taste me” - Nitanth,Ritvikisalive
1184,"""Let's choose someone who doesn't have an Anthony on their camera"" - Mr. Senn-Sanger (an absolute legend)",MuffinHead
1185,"""How tf is it humanly possible to bat at 13"" - Karthik",braindead
1186,“It’s almost time for kids” - Ritika,Ritvikisalive
1187,"""sittinf "" - Ameera",Ritvikisalive
1188,No - believe it or not,MuffinHead
1189,himalayan? as in like salt,Ritvikisalive
1190,"""I'm asserting my shadow"" - Himalayayayayay",MuffinHead
1191,“We’ll be a threesome” - Aarohi,Ritvikisalive
1192,"“Ok…..” - Ritvik ""Yes"" - Disha",Ritvikisalive
1193,"""Hellu"" - My mother and grandmother",Ritvikisalive
1194,"""Would you eat apple butter"" - Karthik",Ritvikisalive
1195,"""Your either looking at his lap or his screen"" - Mark Robinson",Ritvikisalive
1196,"""Can you not die in my household"" - Ritvik",Ritvikisalive
1197,‘New broom who dis’ - Ritvik,braindead
1198,"""no you just snored in Latin don't lie to me"" - Ritvik",braindead
1199,*snore + oink* - Ameera,Ritvikisalive
1200,"""if you open your mouth it does shit 😏 "" - Ritvik",braindead
1201,"""OHHHHH THAT GUY"" - Zoe",Ritvikisalive
1202,"""Nope I'm broke"" - Zoe",Ritvikisalive
1203,"""They've eaten my cooking"" - Noel",Ritvikisalive
1204,^^,braindead
1205,"""I'm on a mango high"" - Karthik",Ritvikisalive
1206,"“Ur too resistible, but u try to be irresistible that’s why we dream of u unintentionally”- Nitanth",NitroNith
